region_id,area_km2,geo_x,geo_y,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,m3_valid_pct,dfsar_cpr_mean,dfsar_cpr_class,radar_flag,minirf_s1_log_mean,qualification_status
4072,0.286875,-1836.502178649236,24997.722222222223,-0.046473,-0.024189,0.052131,0.079928,1.0,,no_data,S1_ONLY,0.04458,QUALIFIED
4074,0.11625,2046.6774193548408,25141.89784946237,1.010951,0.544899,,,1.0,,no_data,S1_ONLY,0.064513,QUALIFIED
4092,0.0875,8211.107142857145,24821.92857142857,,4.188609,,,1.0,,no_data,S1_ONLY,0.033694,QUALIFIED
4134,0.304375,-9239.360369609858,24892.132443531827,-0.21947,-0.146129,,,1.0,0.259355,normal_low,BOTH,0.059348,QUALIFIED
4164,0.0925,-12730.39864864865,24697.29054054054,0.624044,1.172507,4.533888,,1.0,0.197206,normal_low,S1_ONLY,0.054052,QUALIFIED
4174,1.085,-6571.971774193546,24725.09677419355,0.169779,0.193311,-0.221232,-0.774455,1.0,0.287788,normal_low,BOTH,0.054137,QUALIFIED
4194,0.465625,-19394.6610738255,24661.40604026846,0.525913,0.390995,2.995175,,1.0,,no_data,S1_ONLY,0.047521,QUALIFIED
4216,0.378125,-32573.43388429752,24293.35123966942,1.043887,,1.668798,,1.0,0.1856,normal_low,BOTH,0.064983,QUALIFIED
4227,0.12125,17869.60309278351,24326.917525773195,-0.202377,-0.190042,-0.06673,0.006001,1.0,,no_data,S1_ONLY,0.057173,QUALIFIED
4232,0.335,3306.542910447766,24689.212686567163,1.08566,0.692802,,,1.0,,no_data,S1_ONLY,0.043435,QUALIFIED
4300,0.289375,-12836.623110151188,24182.46544276458,3.353036,0.774831,,,1.0,0.48723,normal_low,BOTH,0.070405,QUALIFIED
4315,0.103125,-19414.439393939392,24235.65151515152,0.699713,1.398936,2.316362,,1.0,,no_data,S1_ONLY,0.045249,QUALIFIED
4359,0.103125,26302.378787878784,23945.80303030303,-0.13965,-0.093457,-0.133355,0.02564,1.0,0.202196,normal_low,BOTH,0.030395,QUALIFIED
4379,0.090625,-11396.189655172411,24068.603448275862,,0.444245,0.745824,-0.233509,1.0,0.195714,normal_low,BOTH,0.073271,QUALIFIED
4387,0.129375,-8168.253623188408,24150.13768115942,0.501614,0.01634,-0.468224,0.588294,1.0,0.323954,normal_low,BOTH,0.041381,QUALIFIED
4459,0.871875,-11856.682795698922,23527.47132616488,,,1.768038,-0.346485,1.0,0.230075,normal_low,BOTH,0.049978,QUALIFIED
4490,0.54125,-12208.294457274824,23932.45727482679,,1.091272,,,1.0,0.258421,normal_low,BOTH,0.075621,QUALIFIED
4587,0.125625,-17593.6592039801,23424.50497512438,2.293356,2.450918,3.941806,,1.0,,no_data,S1_ONLY,0.038674,QUALIFIED
4593,0.201875,-10392.52786377709,23517.760061919504,,,,,1.0,0.23933,normal_low,BOTH,0.04253,QUALIFIED
4603,0.095,-10751.81578947368,23454.11842105264,,,,,1.0,0.261372,normal_low,BOTH,0.037743,QUALIFIED
4657,0.733125,-22413.756606990624,22953.16410912191,0.709869,0.780698,-0.152185,0.584507,1.0,,no_data,S1_ONLY,0.032699,QUALIFIED
4681,0.11,-19759.30681818182,23178.767045454548,1.514982,1.243552,,,1.0,,no_data,S1_ONLY,0.037594,QUALIFIED
4701,0.08625,-36593.97826086957,22982.565217391304,0.530248,0.133211,0.9858,0.382852,1.0,0.187165,normal_low,BOTH,0.046047,QUALIFIED
4730,0.095,-36974.01973684211,23077.638157894737,0.460015,-0.10242,0.798994,,1.0,0.192026,normal_low,BOTH,0.038586,QUALIFIED
4751,0.57875,-18777.76781857452,22905.73758099352,0.257746,,,,1.0,,no_data,S1_ONLY,0.036759,QUALIFIED
4798,1.073125,-20340.04571927781,22622.13657542225,0.041538,,,,1.0,,no_data,S1_ONLY,0.033229,QUALIFIED
4807,0.156875,-18035.659362549803,22822.61155378486,-0.328149,,,,1.0,,no_data,S1_ONLY,0.037615,QUALIFIED
4821,1.06,-23876.07488207547,22956.853183962263,0.929615,1.510019,,,1.0,,no_data,S1_ONLY,0.038523,QUALIFIED
4823,0.139375,-11115.18609865471,22752.293721973096,-1.625,,-0.410701,,1.0,0.195585,normal_low,BOTH,0.034571,QUALIFIED
4909,0.184375,18324.5,22468.21186440678,,,,,1.0,,no_data,S1_ONLY,0.056334,QUALIFIED
4921,0.45625,-12300.08904109589,22725.70547945205,,,,,1.0,0.256089,normal_low,BOTH,0.03063,QUALIFIED
4989,0.145625,-23554.255364806868,22015.09227467811,0.035195,,,,1.0,,no_data,S1_ONLY,0.032074,QUALIFIED
5000,0.348125,2341.061938958708,21977.385098743267,-0.281402,-0.052487,0.02353,-0.007643,1.0,0.526269,typical,BOTH,0.034274,QUALIFIED
5042,0.79,18434.468354430384,21836.101265822785,,,1.281814,,1.0,,no_data,S1_ONLY,0.052129,QUALIFIED
5046,0.15625,-22957.8,22071.5,-1.161325,,,,1.0,,no_data,S1_ONLY,0.031215,QUALIFIED
5057,0.205,-21347.75609756097,21898.823170731703,0.07302,,0.66188,,1.0,,no_data,S1_ONLY,0.03053,QUALIFIED
5066,0.435,-3201.5775862068986,21721.54885057472,0.196756,0.332103,,,1.0,0.300316,normal_low,BOTH,0.032189,QUALIFIED
5077,0.446875,-21962.84265734266,22040.045454545456,-0.186078,,0.969678,,1.0,,no_data,S1_ONLY,0.030243,QUALIFIED
5082,0.21375,17310.757309941517,21637.122807017546,,1.817375,,,1.0,,no_data,S1_ONLY,0.061057,QUALIFIED
5099,0.72125,21103.811091854423,21769.217504332755,1.994325,1.834016,0.84835,,1.0,0.222646,normal_low,BOTH,0.032466,QUALIFIED
5103,1.12625,-25589.62319644839,21803.7602663707,-1.401292,,3.179702,,1.0,,no_data,S1_ONLY,0.033061,QUALIFIED
5118,0.3475,17799.724820143885,21605.22122302158,,,1.169135,,1.0,,no_data,S1_ONLY,0.059546,QUALIFIED
5142,0.573125,-22528.74427480916,21603.49890948745,-0.571895,,0.282512,,1.0,,no_data,S1_ONLY,0.028425,QUALIFIED
5146,0.363125,18922.86488812392,21461.730636833046,,3.049306,0.695591,,1.0,,no_data,S1_ONLY,0.045665,QUALIFIED
5147,0.28375,21772.958149779734,21757.603524229075,0.90154,2.053702,0.572684,,1.0,0.221259,normal_low,BOTH,0.023924,QUALIFIED
5157,1.1125,15188.306179775282,21356.03370786517,1.623735,,1.013517,,1.0,,no_data,S1_ONLY,0.05602,QUALIFIED
5167,0.11875,19216.73684210526,21521.157894736843,,1.216621,0.811067,,1.0,,no_data,S1_ONLY,0.041205,QUALIFIED
5184,0.128125,-19993.914634146346,21410.378048780487,,,1.56648,,1.0,,no_data,S1_ONLY,0.036227,QUALIFIED
5189,1.02375,16867.44871794872,21092.05982905983,0.402318,0.465299,0.073641,0.989027,1.0,,no_data,S1_ONLY,0.054418,QUALIFIED
5205,0.790625,-23391.27075098814,21628.583003952568,,,0.779738,,1.0,,no_data,S1_ONLY,0.028854,QUALIFIED
5217,0.445,-3296.6376404494367,21197.2345505618,,,1.168337,,1.0,0.211184,normal_low,BOTH,0.029923,QUALIFIED
5246,0.474375,17733.755599472985,20897.502635046112,0.873634,,-1.751453,3.858268,1.0,,no_data,S1_ONLY,0.055324,QUALIFIED
5271,0.419375,22106.16915052161,21343.756333830104,0.255733,,-0.719449,,1.0,0.201042,normal_low,BOTH,0.026732,QUALIFIED
5277,0.119375,13362.981675392664,21159.924083769634,0.975286,,1.214173,,1.0,,no_data,S1_ONLY,0.041227,QUALIFIED
5280,0.104375,22623.90119760479,21272.80538922156,0.677184,,,,1.0,0.202312,normal_low,BOTH,0.026114,QUALIFIED
5286,0.1925,-21190.272727272728,21049.93181818182,,,1.730453,,1.0,,no_data,S1_ONLY,0.027585,QUALIFIED
5290,0.124375,18193.21859296482,21088.94221105528,1.432746,,,,1.0,,no_data,S1_ONLY,0.049145,QUALIFIED
5320,2.4175,19289.13934850052,20504.26163391934,0.138869,-0.082714,-0.108737,0.26654,1.0,,no_data,S1_ONLY,0.046762,QUALIFIED
5349,0.360625,19439.577989601392,20866.09792027729,-0.054589,,-2.603156,,1.0,,no_data,S1_ONLY,0.05311,QUALIFIED
5354,0.17,-20297.74264705882,20870.26102941177,,0.563887,,,1.0,,no_data,S1_ONLY,0.028747,QUALIFIED
5360,0.693125,-20696.41974752029,21485.39630297565,0.128923,,1.192882,,1.0,,no_data,S1_ONLY,0.030389,QUALIFIED
5385,0.835,-14080.234281437122,20799.601796407187,,-0.467649,1.465983,,1.0,0.264615,normal_low,BOTH,0.029686,QUALIFIED
5396,0.194375,-2174.4549839228275,20500.5,0.652896,-0.241827,0.04494,,1.0,0.244307,normal_low,CPR_ONLY,,QUALIFIED
5401,0.38,-19208.394736842103,20968.30427631579,-0.955994,,,,1.0,0.192386,normal_low,BOTH,0.031868,QUALIFIED
5404,0.0925,19872.979729729726,21017.72972972973,1.103063,,,,1.0,,no_data,S1_ONLY,0.040145,QUALIFIED
5431,0.34875,-1576.4408602150506,20617.525089605737,0.488613,0.388162,-0.079184,,1.0,0.196785,normal_low,CPR_ONLY,,QUALIFIED
5509,0.17875,15085.95104895105,20561.776223776225,0.396407,-0.278422,-0.02468,-0.017027,1.0,,no_data,S1_ONLY,0.058016,QUALIFIED
5519,1.5425,-19669.15883306321,20137.75688816856,0.087441,0.500206,,,1.0,0.253628,normal_low,CPR_ONLY,,QUALIFIED
5550,1.4925,-22206.959380234504,20591.276800670017,-2.142715,-0.171833,0.949173,,1.0,,no_data,S1_ONLY,0.026241,QUALIFIED
5555,0.104375,-5058.434131736525,20173.70359281437,0.903905,,,,1.0,0.180328,normal_low,CPR_ONLY,,QUALIFIED
5556,1.018125,-2617.458256599137,20810.091774094537,-0.045315,0.331498,0.786777,,1.0,0.179108,normal_low,BOTH,0.031402,QUALIFIED
5580,0.231875,-1741.537735849059,20252.85849056604,0.53509,0.432509,0.055057,,1.0,0.186688,normal_low,CPR_ONLY,,QUALIFIED
5594,0.230625,-2142.6409214092128,19974.82249322493,0.510097,0.412453,0.42067,,1.0,0.226196,normal_low,CPR_ONLY,,QUALIFIED
5605,0.49625,-523.4534005037785,20012.370277078087,0.425584,0.25725,0.198138,1.450102,1.0,0.176778,normal_low,CPR_ONLY,,QUALIFIED
5637,0.169375,12349.5,20110.83210332104,,,,,1.0,0.358898,normal_low,BOTH,0.034326,QUALIFIED
5640,1.365625,-18508.46338672769,20414.82494279176,0.461565,-0.018456,,,1.0,0.183879,normal_low,BOTH,0.03032,QUALIFIED
5677,0.251875,-1514.457816377173,19794.2965260546,0.173524,0.104933,-1.302979,,1.0,0.180286,normal_low,CPR_ONLY,,QUALIFIED
5718,1.0325,-6391.072033898301,19407.77905569008,0.461174,-0.532248,0.059367,,1.0,0.218603,normal_low,CPR_ONLY,,QUALIFIED
5728,0.773125,-16778.491107518188,19559.857316087306,0.745236,1.779482,0.122105,,1.0,0.190245,normal_low,CPR_ONLY,,QUALIFIED
5748,0.118125,-1766.505291005291,19540.447089947087,-0.606652,0.099045,-5.248271,,1.0,0.236156,normal_low,CPR_ONLY,,QUALIFIED
5751,0.5,16467.125,19577.78125,1.833394,,,,1.0,0.258497,normal_low,S1_ONLY,0.05631,QUALIFIED
5779,0.209375,-18782.589552238805,19773.11194029851,0.413282,-0.202884,,,1.0,0.196708,normal_low,CPR_ONLY,,QUALIFIED
5792,0.755625,-15354.53225806452,19819.13110008271,0.893657,1.008929,0.421737,,1.0,0.198404,normal_low,CPR_ONLY,,QUALIFIED
5793,0.21875,-5046.785714285717,19766.0,0.726872,,,,1.0,0.178537,normal_low,CPR_ONLY,,QUALIFIED
5803,0.333125,14811.9765478424,19253.267354596625,1.862665,,,,1.0,0.237836,normal_low,BOTH,0.053262,QUALIFIED
5816,0.274375,19772.791571753987,19503.689066059225,,,1.030143,1.295274,1.0,,no_data,S1_ONLY,0.038756,QUALIFIED
5817,0.0875,23713.607142857145,19540.85714285714,-2.433501,0.294204,0.752394,0.057869,1.0,0.213907,normal_low,BOTH,0.019112,QUALIFIED
5821,0.166875,-14305.837078651684,19512.9531835206,,,,,1.0,0.212641,normal_low,CPR_ONLY,,QUALIFIED
5841,0.0925,-2685.4662162162203,19231.581081081084,0.425819,,0.106355,,1.0,0.173122,normal_low,CPR_ONLY,,QUALIFIED
5853,0.3325,23284.321428571435,18962.295112781954,-0.349154,-0.146479,-0.035675,0.032385,1.0,0.162081,normal_low,BOTH,0.021128,QUALIFIED
5859,0.093125,-18714.42617449665,19401.674496644297,0.502415,-0.04361,0.041924,,1.0,0.21002,normal_low,CPR_ONLY,,QUALIFIED
5882,0.303125,-15214.10824742268,19371.37628865979,0.275883,1.310701,0.026719,,1.0,0.205656,normal_low,CPR_ONLY,,QUALIFIED
5897,0.789375,20075.093824228024,19040.860253365005,,0.448372,1.009364,3.196112,1.0,,no_data,S1_ONLY,0.03226,QUALIFIED
5911,0.230625,-14720.41869918699,19214.863143631435,0.776412,,-0.615658,,1.0,0.182631,normal_low,CPR_ONLY,,QUALIFIED
5936,0.238125,19098.7125984252,19361.32677165354,0.91857,,,,1.0,,no_data,S1_ONLY,0.032317,QUALIFIED
5941,0.265,17425.44339622641,18985.22877358491,,-0.099369,1.621372,1.253032,1.0,0.245574,normal_low,BOTH,0.042427,QUALIFIED
5944,0.296875,-17480.973684210527,18908.605263157893,0.651557,,-0.527409,1.459922,1.0,0.170486,normal_low,CPR_ONLY,,QUALIFIED
5946,0.61125,10731.401840490798,18944.64621676892,0.983723,,,,1.0,0.428354,normal_low,CPR_ONLY,,QUALIFIED
5948,0.188125,16016.85880398671,19075.250830564783,1.266816,,1.89992,,1.0,0.223798,normal_low,BOTH,0.054914,QUALIFIED
5949,0.1925,18144.14285714285,19083.29220779221,1.94863,2.501511,,,1.0,,no_data,S1_ONLY,0.037693,QUALIFIED
5954,0.540625,17116.69653179191,19251.56936416185,1.299259,,,,1.0,0.231638,normal_low,BOTH,0.052347,QUALIFIED
5979,0.1575,13913.091269841265,19083.93253968254,0.539543,,,,1.0,0.205486,normal_low,BOTH,0.041545,QUALIFIED
5999,0.523125,-14078.307646356036,19092.58482676225,1.683101,,,,1.0,0.175209,normal_low,CPR_ONLY,,QUALIFIED
6009,0.15875,22844.086614173222,18948.82677165354,-1.708044,,1.893414,,1.0,0.17182,normal_low,BOTH,0.032977,QUALIFIED
6013,0.626875,-5974.378364905286,18691.45214356929,0.644431,,,,1.0,0.181886,normal_low,CPR_ONLY,,QUALIFIED
6019,0.376875,17667.120232172478,18571.768656716416,0.317097,0.17733,1.311876,,1.0,0.22632,normal_low,BOTH,0.040023,QUALIFIED
6032,0.085625,17171.94525547445,18677.14233576642,,-1.644776,3.372694,,1.0,0.21633,normal_low,BOTH,0.041988,QUALIFIED
6037,0.58125,-15716.225806451615,18838.0,-0.152531,0.540164,,,1.0,0.199635,normal_low,CPR_ONLY,,QUALIFIED
6038,0.091875,15814.636054421768,18844.88775510204,,,1.458472,,1.0,0.229051,normal_low,BOTH,0.059256,QUALIFIED
6039,0.69125,19531.05515370705,18663.587703435805,,-1.22801,2.80597,,1.0,0.219838,normal_low,BOTH,0.037808,QUALIFIED
6060,0.55625,14376.269662921346,18808.252808988767,1.837748,0.705373,,,1.0,0.254311,normal_low,BOTH,0.05604,QUALIFIED
6061,0.621875,15504.097989949754,18756.304020100502,,,1.931891,,1.0,0.244792,normal_low,BOTH,0.058423,QUALIFIED
6083,0.1,11264.1875,18731.28125,0.976703,,1.769475,,1.0,0.417069,normal_low,CPR_ONLY,,QUALIFIED
6088,0.414375,-16737.377828054297,18439.527149321264,,,,,1.0,0.200289,normal_low,CPR_ONLY,,QUALIFIED
6120,1.123125,22874.360879243177,18634.75153032833,-0.160217,-0.118211,-0.00856,-0.01394,1.0,0.170755,normal_low,BOTH,0.021018,QUALIFIED
6128,0.505625,18536.39740420272,18611.00679851669,0.157826,,,,1.0,0.225805,normal_low,BOTH,0.029657,QUALIFIED
6147,0.26125,16929.703349282296,18513.5980861244,-0.00644,0.146363,2.485485,,1.0,0.210243,normal_low,BOTH,0.043537,QUALIFIED
6172,0.11,4697.795454545456,18532.460227272724,0.745904,0.887161,1.524693,1.749703,1.0,0.288763,normal_low,CPR_ONLY,,QUALIFIED
6194,0.14125,14925.163716814151,18422.513274336285,,-1.71208,,,1.0,0.228783,normal_low,BOTH,0.064601,QUALIFIED
6202,0.27125,18051.63133640553,18291.168202764977,0.318303,0.104782,0.154611,1.267965,1.0,0.249044,normal_low,BOTH,0.035402,QUALIFIED
6206,0.270625,-5527.347575057735,18321.86258660508,0.642723,1.420018,1.473969,,1.0,0.192561,normal_low,CPR_ONLY,,QUALIFIED
6209,0.1,22371.53125,18265.8125,0.348918,-0.005024,-0.010709,-0.01192,1.0,0.151044,normal_low,BOTH,0.0222,QUALIFIED
6216,0.578125,-4884.770270270266,18652.14864864865,0.943307,,5.159938,,1.0,0.193695,normal_low,CPR_ONLY,,QUALIFIED
6227,0.3375,-7412.444444444445,18375.5,-0.007828,0.425746,0.759964,3.196897,1.0,0.195996,normal_low,CPR_ONLY,,QUALIFIED
6239,0.21125,24271.763313609463,18344.878698224853,-0.033169,-0.09132,0.054266,-0.092631,1.0,0.199774,normal_low,CPR_ONLY,,QUALIFIED
6243,1.351875,-23757.527276930192,18350.96232085067,0.563102,0.689655,-0.377826,,1.0,0.183959,normal_low,BOTH,0.040134,QUALIFIED
6246,0.26875,10939.267441860466,18409.8023255814,0.021284,-0.073324,0.133348,0.141167,1.0,0.3942,normal_low,CPR_ONLY,,QUALIFIED
6277,0.615625,-5080.753807106601,17713.164974619285,0.815502,,,,1.0,0.189449,normal_low,CPR_ONLY,,QUALIFIED
6291,0.313125,-19167.91516966068,18225.000998004,,,,,1.0,0.182021,normal_low,CPR_ONLY,,QUALIFIED
6292,0.235625,-11815.685676392568,18261.640583554377,,,,,1.0,0.224304,normal_low,CPR_ONLY,,QUALIFIED
6294,0.110625,-6966.601694915255,18109.25706214689,0.475584,-0.448811,0.693557,0.368793,1.0,0.173031,normal_low,CPR_ONLY,,QUALIFIED
6308,0.183125,14900.523890784983,18147.172354948805,0.202991,0.149094,-0.237837,0.596685,1.0,0.245254,normal_low,BOTH,0.041506,QUALIFIED
6314,1.05,-6499.294642857145,17578.714285714283,0.846329,-0.044654,0.828889,-0.463216,1.0,0.165188,normal_low,CPR_ONLY,,QUALIFIED
6318,0.10125,10392.555555555557,18060.222222222223,0.019937,0.014982,0.053755,0.046713,1.0,0.404951,normal_low,CPR_ONLY,,QUALIFIED
6329,1.053125,-10268.244807121664,18372.280415430265,,,1.013652,,1.0,0.206268,normal_low,CPR_ONLY,,QUALIFIED
6355,0.38875,-5676.504823151125,17793.10450160772,0.845312,-0.344498,2.192564,,1.0,0.164676,normal_low,CPR_ONLY,,QUALIFIED
6360,0.120625,-17414.360103626947,17541.821243523314,0.017459,-0.385237,1.024481,5.421456,1.0,0.161644,normal_low,CPR_ONLY,,QUALIFIED
6363,0.233125,12595.679624664874,17935.218498659517,-0.984561,0.074901,-0.071257,,1.0,0.228972,normal_low,BOTH,0.03695,QUALIFIED
6365,0.150625,13057.591286307055,17710.354771784234,,0.235486,,,1.0,0.230526,normal_low,BOTH,0.040867,QUALIFIED
6381,0.76375,14284.381342062195,18026.66612111293,-0.52193,0.128402,0.792416,,1.0,0.270351,normal_low,BOTH,0.050582,QUALIFIED
6393,0.085,20773.02941176472,17690.02205882353,0.869043,0.692172,,,1.0,0.222015,normal_low,BOTH,0.02476,QUALIFIED
6397,1.721875,-11330.917422867518,17986.5889292196,0.785625,,1.606647,,1.0,0.235883,normal_low,CPR_ONLY,,QUALIFIED
6402,0.41,9914.09603658536,18343.29725609756,0.082512,-0.064086,0.042574,0.006602,1.0,0.292328,normal_low,CPR_ONLY,,QUALIFIED
6413,0.4,16953.953125,17942.9609375,0.215562,-0.27818,0.878397,,1.0,0.25358,normal_low,BOTH,0.052179,QUALIFIED
6425,0.286875,15134.140522875816,17860.95751633987,0.052013,0.130766,0.455663,,1.0,0.254678,normal_low,BOTH,0.061925,QUALIFIED
6437,2.55625,-8337.847188264059,17705.695599022005,0.275447,0.701509,1.615333,,1.0,0.190981,normal_low,CPR_ONLY,,QUALIFIED
6438,0.09875,-6739.424050632908,17791.79746835443,0.84567,-0.711651,1.257581,0.152003,1.0,0.177254,normal_low,CPR_ONLY,,QUALIFIED
6442,0.589375,22727.65482502652,17920.648462354187,0.292868,0.104053,0.014048,-0.153694,1.0,0.164114,normal_low,BOTH,0.020594,QUALIFIED
6461,0.07875,16539.579365079364,17733.634920634922,,0.54063,,,1.0,0.247591,normal_low,BOTH,0.053717,QUALIFIED
6474,0.229375,-19136.73978201635,17653.0204359673,,-2.966989,1.05473,,1.0,0.213883,normal_low,CPR_ONLY,,QUALIFIED
6481,0.255625,15719.48777506112,17633.568459657705,0.450308,,,,1.0,0.25074,normal_low,BOTH,0.051263,QUALIFIED
6499,0.54375,-10401.074712643684,17451.10344827586,0.979017,0.620557,2.182834,,1.0,0.169121,normal_low,CPR_ONLY,,QUALIFIED
6505,0.16125,15348.337209302328,17552.825581395347,0.603162,0.329763,,,1.0,0.262835,normal_low,BOTH,0.069112,QUALIFIED
6541,0.286875,26895.63289760349,17495.053376906315,0.815583,-1.01145,1.105047,,1.0,0.349914,normal_low,CPR_ONLY,,QUALIFIED
6551,0.105625,-19112.778106508875,17257.156804733728,0.475143,0.793042,1.232637,,1.0,0.201486,normal_low,CPR_ONLY,,QUALIFIED
6555,0.845625,19056.318181818184,17149.834811529934,1.087309,0.968382,0.653146,,1.0,0.223435,normal_low,BOTH,0.041458,QUALIFIED
6566,0.20375,-5857.095092024538,17322.815950920245,0.84974,0.87301,0.200065,,1.0,0.146864,normal_low,CPR_ONLY,,QUALIFIED
6576,0.12375,14326.141414141406,17285.474747474746,0.63995,0.373957,,,1.0,0.342332,normal_low,BOTH,0.047408,QUALIFIED
6577,0.54125,17269.015011547344,17627.69399538106,0.791575,0.695992,,,1.0,0.209757,normal_low,BOTH,0.04902,QUALIFIED
6592,0.428125,15223.040145985397,17090.13503649635,1.004005,0.185512,0.639275,,1.0,0.249224,normal_low,BOTH,0.057626,QUALIFIED
6595,0.5375,22055.02325581396,17464.162790697676,0.859375,,0.627383,,1.0,0.245295,normal_low,BOTH,0.019493,QUALIFIED
6615,0.421875,20859.53703703704,17205.01851851852,1.124127,,0.486278,,1.0,0.25321,normal_low,BOTH,0.033043,QUALIFIED
6629,0.08,15709.0703125,17141.90625,0.880585,0.123705,-0.228475,,1.0,0.286397,normal_low,BOTH,0.058692,QUALIFIED
6630,0.183125,22942.50341296928,17193.418088737202,0.535522,,0.086093,,1.0,0.226026,normal_low,BOTH,0.020592,QUALIFIED
6631,0.104375,23382.13473053892,17073.70359281437,1.671412,,0.761837,,1.0,0.187257,normal_low,BOTH,0.016845,QUALIFIED
6644,0.15,19066.791666666664,16848.104166666668,,,1.144517,,1.0,0.310521,normal_low,BOTH,0.050932,QUALIFIED
6659,0.32125,25028.73151750973,16956.96887159533,0.560647,,2.433602,,1.0,0.168623,normal_low,CPR_ONLY,,QUALIFIED
6668,2.244375,13939.461013645225,17299.817738791422,0.276545,-0.357895,0.671378,,1.0,0.245585,normal_low,BOTH,0.045127,QUALIFIED
6670,0.096875,18712.56451612903,17259.532258064515,1.088773,0.201478,0.227779,,1.0,0.19252,normal_low,BOTH,0.050234,QUALIFIED
6675,1.394375,-18968.74294038548,17070.603092783505,0.749211,0.628064,1.858832,,1.0,0.195677,normal_low,BOTH,0.062444,QUALIFIED
6676,0.13125,-7920.619047619053,16908.11904761905,0.540077,,2.077688,,1.0,0.194879,normal_low,CPR_ONLY,,QUALIFIED
6688,0.49625,-10573.768261964731,16878.018891687658,,1.491504,,,1.0,0.189477,normal_low,CPR_ONLY,,QUALIFIED
6709,0.0925,-6928.54054054054,16849.317567567567,0.375438,,1.246136,,1.0,0.20416,normal_low,CPR_ONLY,,QUALIFIED
6728,0.118125,24243.679894179902,17039.12433862434,0.945306,1.640758,2.306892,,1.0,0.154667,normal_low,CPR_ONLY,,QUALIFIED
6736,0.106875,15019.675438596496,16735.441520467833,,,0.682455,,1.0,0.229155,normal_low,CPR_ONLY,,QUALIFIED
6746,0.22375,19482.530726256984,16789.256983240222,,,1.494755,,1.0,0.245839,normal_low,BOTH,0.035923,QUALIFIED
6752,0.253125,24772.030864197528,16692.413580246917,-1.537326,,0.677837,,1.0,0.166444,normal_low,CPR_ONLY,,QUALIFIED
6765,0.179375,21764.39547038327,16826.458188153312,,,2.761276,,1.0,0.236643,normal_low,BOTH,0.022641,QUALIFIED
6768,0.601875,-12026.304776739358,16122.8779854621,,0.731257,,,1.0,0.321887,normal_low,CPR_ONLY,,QUALIFIED
6786,0.288125,22255.627982646416,16550.337310195227,,,,,1.0,0.235642,normal_low,BOTH,0.020783,QUALIFIED
6829,0.1875,23560.08333333333,16487.5,,,,,1.0,0.210673,normal_low,CPR_ONLY,,QUALIFIED
6837,0.163125,-10951.170498084291,16461.89846743295,,2.822098,,,1.0,0.196162,normal_low,CPR_ONLY,,QUALIFIED
6839,0.283125,13555.681015452536,16343.987858719647,,,1.086623,,1.0,0.237633,normal_low,CPR_ONLY,,QUALIFIED
6854,0.120625,19054.03367875648,16447.779792746114,,1.001869,1.315821,,1.0,0.240048,normal_low,BOTH,0.04716,QUALIFIED
6860,0.486875,-6828.96598202824,16585.737483953784,0.502317,,0.41089,,1.0,0.183373,normal_low,CPR_ONLY,,QUALIFIED
6863,0.113125,2650.743093922654,16572.737569060773,0.587208,-0.022338,0.589674,,1.0,0.281668,normal_low,CPR_ONLY,,QUALIFIED
6866,0.095,7838.315789473687,16420.894736842103,,,-0.513478,,1.0,0.221372,normal_low,CPR_ONLY,,QUALIFIED
6870,0.2,22656.921875,16238.234375000004,,,,,1.0,0.237747,normal_low,BOTH,0.02131,QUALIFIED
6875,0.32125,20990.06420233463,16680.94747081712,,,,,1.0,0.25211,normal_low,BOTH,0.032875,QUALIFIED
6876,0.20375,23125.190184049075,16485.085889570553,,,,,1.0,0.205308,normal_low,BOTH,0.021464,QUALIFIED
6906,0.67375,17325.195732838583,16511.56215213358,,,2.662805,,1.0,0.196872,normal_low,BOTH,0.042297,QUALIFIED
6912,0.083125,9467.357142857143,16386.77819548872,0.806854,,0.468531,7.419255,1.0,0.225236,normal_low,CPR_ONLY,,QUALIFIED
6950,1.416875,-5659.631010145567,16655.67203352448,0.515728,0.226205,0.624447,,1.0,0.166828,normal_low,CPR_ONLY,,QUALIFIED
6951,0.156875,19189.04183266932,16142.830677290836,,,,,1.0,0.217251,normal_low,BOTH,0.044184,QUALIFIED
6976,0.399375,-2275.304381846632,15943.183881064164,0.693352,0.216223,-0.329939,,1.0,0.235256,normal_low,CPR_ONLY,,QUALIFIED
6979,0.079375,19413.87007874016,16321.562992125986,,,2.727941,,1.0,0.234032,normal_low,BOTH,0.055301,QUALIFIED
6981,0.208125,30295.220720720725,16232.932432432432,,,,,1.0,0.257604,normal_low,CPR_ONLY,,QUALIFIED
6988,0.164375,23152.731939163496,16094.036121673002,,,,,1.0,0.230425,normal_low,BOTH,0.02093,QUALIFIED
7022,0.663125,20620.54147031103,16309.995758718193,,,,,1.0,0.221401,normal_low,BOTH,0.029179,QUALIFIED
7023,0.410625,22026.440639269407,16092.661339421617,,,,,1.0,0.206771,normal_low,BOTH,0.02293,QUALIFIED
7024,0.14625,23693.623931623923,16162.358974358973,,,,,1.0,0.203736,normal_low,CPR_ONLY,,QUALIFIED
7039,0.269375,8640.915313225058,15910.302784222738,,,1.263636,-1.901899,1.0,0.238745,normal_low,CPR_ONLY,,QUALIFIED
