region_id,area_km2,geo_x,geo_y,grail_anom_context,grail_boug_context,grail_note
6765,0.179375,21764.39547038327,16826.458188153312,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6768,0.601875,-12026.304776739358,16122.8779854621,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6786,0.288125,22255.627982646416,16550.337310195227,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6829,0.1875,23560.08333333333,16487.5,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6837,0.163125,-10951.170498084291,16461.89846743295,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6839,0.283125,13555.681015452536,16343.987858719647,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6854,0.120625,19054.03367875648,16447.779792746114,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6860,0.486875,-6828.96598202824,16585.737483953784,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6863,0.113125,2650.743093922654,16572.737569060773,33.7027,75.9158,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6866,0.095,7838.315789473687,16420.894736842103,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6870,0.2,22656.921875,16238.234375000004,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6875,0.32125,20990.06420233463,16680.94747081712,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6876,0.20375,23125.190184049075,16485.085889570553,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6906,0.67375,17325.195732838583,16511.56215213358,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6912,0.083125,9467.357142857143,16386.77819548872,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6950,1.416875,-5659.631010145567,16655.67203352448,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6951,0.156875,19189.04183266932,16142.830677290836,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6976,0.399375,-2275.304381846632,15943.183881064164,33.7027,75.9158,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6979,0.079375,19413.87007874016,16321.562992125986,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6981,0.208125,30295.220720720725,16232.932432432432,-50.1159,79.0402,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
6988,0.164375,23152.731939163496,16094.036121673002,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7022,0.663125,20620.54147031103,16309.995758718193,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7023,0.410625,22026.440639269407,16092.661339421617,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7024,0.14625,23693.623931623923,16162.358974358973,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7039,0.269375,8640.915313225058,15910.302784222738,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7049,0.15375,-6543.487804878052,16105.27642276423,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7056,0.104375,15757.284431137728,15999.452095808383,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7076,0.3075,22992.99593495934,15782.05487804878,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7086,0.2625,18763.130952380947,15742.166666666668,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7090,1.165,-8289.864270386264,15955.93186695279,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7098,0.363125,-7457.771944922548,15935.697934595526,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7099,1.319375,-5003.283041212693,15636.28872572241,33.7027,75.9158,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7111,0.083125,-17739.03383458647,15973.996240601504,-14.3965,65.3367,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7116,0.94125,21288.311420982733,15886.240371845954,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7121,0.415,-6021.320783132527,15782.164156626506,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7124,0.876875,24827.600498930857,15664.505702067,-50.1159,79.0402,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7136,0.894375,12550.495807127882,15684.916491963664,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7168,0.455,22034.321428571435,15448.37087912088,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7217,1.171875,-10988.326666666668,15639.86,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7218,0.0925,-7922.96621621622,15631.75,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7226,2.24125,-1355.1151701059644,15041.89709983268,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7231,0.289375,-38920.856371490285,15602.875809935204,242.8669,107.6454,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7263,1.139375,-13081.21859572134,15826.816511245195,-19.4926,68.1002,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7266,0.275625,18232.266439909305,15609.45691609977,33.734,87.2227,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7272,0.735625,-6808.592608326253,15425.372557349194,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7288,0.275625,21707.77664399093,14987.40476190476,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7289,0.105,22162.446428571435,15401.392857142857,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7303,0.443125,-9395.034555712273,15354.167136812412,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7304,0.233125,-5263.167560321715,15194.467828418234,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7339,0.08625,32703.84782608696,15207.202898550724,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7365,0.201875,13727.5959752322,15042.063467492262,86.6499,88.4185,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7385,0.101875,21385.389570552143,15080.407975460124,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7412,0.1325,-12972.198113207549,15076.797169811323,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7446,0.10375,-1909.234939759037,14892.21686746988,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7482,0.673125,9491.236304549668,15496.739554317548,53.7768,91.9349,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7497,1.313125,-26064.63612565445,14762.791765825796,162.995,83.983,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7502,0.190625,21279.5,14691.975409836068,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7521,0.09,12539.77777777778,14889.909722222224,86.6499,88.4185,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7543,0.290625,32090.467741935485,15049.478494623658,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7545,0.694375,-16460.76102610261,15219.424392439243,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7561,0.12625,-13730.202970297029,14531.316831683172,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7583,0.2425,-5511.389175257733,14651.337628865982,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7589,0.61625,-5845.606490872211,14309.348884381336,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7611,0.70625,-10031.407079646016,14985.566371681416,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7624,0.34125,3633.06227106227,14539.327838827838,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7635,1.226875,-17506.447529291898,14726.913652572592,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7649,0.97125,-13135.28120978121,14245.850707850706,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7654,0.47375,32221.30079155673,14112.934036939318,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7664,0.549375,32402.57167235496,14602.035836177474,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7687,0.115625,23231.797297297293,14079.824324324323,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7751,1.82625,-377.80150581793714,14452.014373716633,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7755,0.1125,20990.61111111111,14198.555555555557,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7770,0.23,4231.157608695648,14283.040760869564,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7775,0.29375,-11251.98936170213,13780.5,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7790,0.5525,3834.483031674208,13929.685520361989,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7808,0.195625,14648.062300319483,14088.99840255591,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7842,0.51125,35109.55501222494,13834.790953545236,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7844,0.405625,-25522.03312788906,14037.749614791988,162.995,83.983,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7864,0.1225,36840.95408163265,13947.948979591838,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7876,0.79375,-2978.531496062991,13526.090551181103,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7893,0.6125,16718.8112244898,13498.790816326527,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7916,0.4275,488.9736842105267,13988.950292397658,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
7990,0.17875,11875.54895104895,13726.11188811189,86.6499,88.4185,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8001,0.288125,35806.71258134491,13772.896963123649,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8035,0.418125,21469.529895366213,13701.060538116595,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8093,0.175625,-19446.40747330961,13141.069395017792,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8105,0.230625,31341.708672086723,13104.429539295394,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8107,0.1625,-25318.865384615383,13223.769230769234,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8109,0.220625,-10168.34702549575,13592.21388101983,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8115,0.25625,10458.402439024394,12925.439024390244,86.6499,88.4185,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8118,0.18125,-12986.017241379312,13152.310344827583,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8119,0.864375,-11526.638828633404,13126.711135213303,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8120,0.08375,-6973.447761194031,13268.59701492537,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8128,0.11125,35877.30898876405,13340.106741573032,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8136,0.25,34372.125,13194.75,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8137,0.904375,36501.05494125778,12590.68659295093,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8148,0.1675,15596.235074626864,13060.667910447764,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8179,0.47375,-18465.77044854881,12865.803430079157,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8190,0.446875,16181.702797202794,13260.185314685315,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8208,0.36,33973.67534722222,13189.215277777776,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8209,0.78625,38583.06518282989,12923.512718600956,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8233,0.653125,18033.18421052632,12509.925837320574,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8236,1.10125,16.22814982973796,13181.303064699205,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8247,1.12375,17062.848164627358,12408.383759733042,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8249,0.76125,25331.93021346469,12951.977832512312,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8266,0.245625,-10092.039440203567,13030.016539440205,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8268,2.758125,-6665.801382279635,12691.83242692046,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8298,0.715,-3547.375,12748.861013986016,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8305,0.1875,-9878.333333333328,12724.5,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8312,0.53875,18622.585846867754,12927.385150812064,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8315,0.155,39273.18951612903,12589.209677419356,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8381,1.505,22118.55107973421,12607.777823920267,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8384,0.085,-31443.69852941177,12448.294117647063,162.995,83.983,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8408,0.16375,22885.6641221374,12440.576335877864,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8415,0.278125,-5318.983146067418,12306.45505617978,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8420,0.13,16233.27403846154,12313.24038461539,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8422,0.59625,24629.033542976933,12472.171907756812,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8458,0.416875,-10425.237631184404,12403.311094452773,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8470,0.54375,-8353.373563218389,11685.442528735635,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8475,0.1575,39000.88888888889,12179.666666666672,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8482,0.12125,25110.71134020618,12302.948453608244,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8486,0.088125,-23291.989361702126,12052.627659574464,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8499,1.053125,-8403.333827893177,12528.037091988132,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8503,0.800625,-11779.305620608897,12554.071428571428,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8508,0.10625,14655.5294117647,12015.5,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8525,0.93375,25561.548192771093,12153.19410977242,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8528,0.12625,39327.47029702971,12125.5,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8582,0.4375,-10947.428571428572,11967.75,0.5626,56.8385,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8592,0.725,20913.89655172413,12023.043103448275,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8600,1.6875,-4523.981481481482,11578.518518518518,85.0522,75.7671,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8608,0.48125,-19219.62337662337,12317.155844155845,50.752,65.3557,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8624,0.299375,38768.08037578288,11937.45198329854,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8631,0.53,12727.418632075469,12056.39622641509,86.6499,88.4185,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8639,0.355625,17530.431458699466,11756.25571177504,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8648,0.19125,20401.95098039216,11904.503267973858,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8664,1.354375,18671.385094600824,11697.235117674209,33.5851,91.8903,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8702,0.10375,33191.21686746988,11442.216867469884,25.3927,84.5067,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8707,0.99875,40479.66270337922,11838.250312891112,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
8714,0.091875,35552.901360544216,11812.74489795918,31.5436,77.8519,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
